275136,84,6788356,true,false,NA
275162,110,6788417,true,false,NA
275231,204,6788413,true,false,NA
275244,217,6788361,true,false,NA
275283,256,6788417,true,false,NA
275257,230,6788371,true,false,NA
275296,269,6788390,true,false,NA
275297,270,6788442,true,false,NA
275800,57,6897846,true,false,NA
275310,283,6788390,true,false,NA
274814,41,6788374,true,false,NA
275336,309,6788440,true,false,NA
275270,243,6788448,true,false,NA
275349,322,6788398,true,false,NA
276226,113,6919994,true,false,NA
275149,97,6788383,true,false,NA
275107,59,6788406,true,false,NA
275044,51,6788401,true,false,NA
275411,384,6788369,true,false,NA
275503,410,6788398,true,false,NA
275516,423,6842588,true,false,NA
275529,436,6842588,true,false,NA
275388,361,6788410,true,false,NA
275542,449,6842580,true,false,NA
275555,462,6842600,true,false,NA
275568,475,6842580,true,false,NA
275581,488,6842588,true,false,NA
275594,501,6842578,true,false,NA
276256,157,6920040,true,false,NA
275607,514,6842580,true,false,NA
275704,539,6856785,true,false,NA
275640,527,6856771,true,false,NA
275730,565,6856799,true,false,NA
276242,124,6920021,true,false,NA
276213,144,6919989,true,false,NA
276687,678,6926440,true,false,NA
276303,298,6920043,true,false,NA
276290,618,6920036,true,false,NA
276661,665,6926425,true,false,NA
276594,395,6926411,true,false,NA
276674,672,6920036,true,false,NA
276607,628,6920012,true,false,NA
276634,643,6926365,true,false,NA
276700,685,6920030,true,false,NA
276648,653,6926392,true,false,NA
276620,634,6920060,true,false,NA
276713,587,6920046,true,false,NA
276766,604,6919989,true,false,NA
276726,702,6926476,true,false,NA
283161,900,7244553,true,false,NA
277196,739,6954267,true,false,NA
283200,955,7244552,true,false,NA
283285,994,7244552,true,false,NA
276988,396,6954210,true,false,NA
283608,1261,8524969,true,false,NA
277337,792,6954201,true,false,NA
277307,787,6954162,true,false,NA
277332,790,6954282,true,false,NA
277284,777,6953468,true,false,NA
282643,834,7234799,true,false,NA
277376,797,6953474,true,false,NA
277329,789,6954228,true,false,NA
277375,796,6954276,true,false,NA
282988,1021,7238165,true,false,NA
277371,795,6953483,true,false,NA
277209,752,6954168,true,false,NA
277597,815,6954243,true,false,NA
283027,1060,7238165,true,false,NA
282597,142,7234765,true,false,NA
283653,1300,8524971,true,false,NA
283461,1105,8522477,true,false,NA
283510,1166,8524965,true,false,NA
283551,1205,8524963,true,false,NA
283591,1244,8524969,true,false,NA
273580,4,6788372,true,false,NA
273714,15,6788397,true,false,NA
275123,71,6788385,true,false,NA
283693,1339,8524971,true,false,NA
283732,1378,8524969,true,false,NA
283772,1417,8524971,true,false,NA
284023,7146,8529502,true,false,NA
284062,7185,8529502,true,false,NA
284101,7224,8529502,true,false,NA
283891,1137,8529513,true,false,NA
284140,7263,8529502,true,false,NA
283934,2484,8529513,true,false,NA
283975,7098,8529502,true,false,NA
284014,7137,8529502,true,false,NA
284179,7302,8529502,true,false,NA
284218,7341,8529502,true,false,NA
284257,7380,8529502,true,false,NA
284296,7419,8529502,true,false,NA
284335,7458,8529502,true,false,NA
284374,7497,8529502,true,false,NA
284413,7536,8529502,true,false,NA
284450,7573,8529502,true,false,NA
284489,7612,8529502,true,false,NA
284528,7651,8529502,true,false,NA
284567,7690,8529502,true,false,NA
284606,7729,8529502,true,false,NA
284645,7768,8529502,true,false,NA
284684,7807,8529502,true,false,NA
284723,7846,8529502,true,false,NA
284762,7885,8529502,true,false,NA
284801,7922,8529502,true,false,NA
284840,7958,8529504,true,false,NA
284879,7995,8529502,true,false,NA
284957,8071,8529502,true,false,NA
284997,8110,8529502,true,false,NA
285024,8137,8529504,true,false,NA
285063,8176,8529502,true,false,NA
285102,8215,8529502,true,false,NA
285141,8254,8529504,true,false,NA
285180,8293,8529504,true,false,NA
285219,8332,8529506,true,false,NA
285259,8371,8529506,true,false,NA
285298,8410,8529504,true,false,NA
